id,speed
0,48.46665954589844
1,47.66839599609375
2,39.70246124267578
3,30.621387481689453
4,40.4567756652832
5,24.43027687072754
6,21.012226104736328
7,49.911556243896484
8,48.16987228393555
9,30.30616569519043
10,30.193653106689453
11,23.383485794067383
12,24.556604385375977
13,25.310100555419922
14,27.47422218322754
15,40.26285171508789
16,43.90230941772461
17,48.32411193847656
18,48.282108306884766
19,48.897953033447266
20,46.99759292602539
21,44.099246978759766
22,19.3160457611084
23,29.957975387573242
24,27.003154754638672
25,19.58317756652832
26,21.073135375976562
27,21.06070899963379
28,17.17281723022461
29,11.885912895202637
30,24.92911148071289
31,47.925926208496094
32,49.41626739501953
33,30.148008346557617
34,27.826396942138672
35,25.20242691040039
36,20.388580322265625
37,20.239057540893555
38,45.399147033691406
39,39.90597152709961
40,45.620758056640625
41,48.078407287597656
42,49.03382110595703
43,43.75971984863281
44,19.06803321838379
45,18.09684181213379
46,17.01654815673828
47,10.297630310058594
48,45.300819396972656
49,48.35554122924805
50,48.777557373046875
51,26.205984115600586
52,22.660572052001953
53,20.646596908569336
54,17.90699577331543
55,19.441335678100586
56,15.284401893615723
57,17.988082885742188
58,26.516876220703125
59,36.148162841796875
60,43.04018020629883
61,39.39226531982422
62,40.89375305175781
63,42.689537048339844
64,45.34130096435547
65,47.97019577026367
66,47.47783279418945
67,46.04319763183594
68,43.00062561035156
69,27.178922653198242
70,22.690109252929688
71,18.232683181762695
72,14.29813289642334
73,15.305535316467285
74,11.74410629272461
75,6.745224952697754
76,42.20460891723633
77,39.25933074951172
78,43.671878814697266
79,47.928627014160156
80,14.204731941223145
81,17.570524215698242
82,21.4776554107666
83,14.763437271118164
84,15.242633819580078
85,11.090483665466309
86,20.1113224029541
87,35.32134246826172
88,44.52581787109375
89,41.36918640136719
90,48.81875228881836
91,48.07125473022461
92,46.59860610961914
93,45.487449645996094
94,26.72567367553711
95,14.625919342041016
96,20.93876838684082
97,10.178396224975586
98,8.858684539794922
99,19.98476791381836
100,40.86802291870117
101,47.46088790893555
102,14.761948585510254
103,16.67823600769043
104,14.870203971862793
105,43.23081970214844
106,36.11587142944336
107,48.676231384277344
108,43.689422607421875
109,15.572433471679688
110,8.929637908935547
111,8.959613800048828
112,19.404157638549805
113,34.408329010009766
114,37.69318771362305
115,48.665626525878906
116,48.333770751953125
117,41.59920883178711
118,27.427288055419922
119,23.49517822265625
120,19.619951248168945
121,18.872732162475586
122,34.219966888427734
123,46.981101989746094
124,46.85343551635742
125,41.92024230957031
126,41.009254455566406
127,38.75831985473633
128,42.49697494506836
129,33.132625579833984
130,49.21018981933594
131,47.34021759033203
132,46.700435638427734
133,28.810794830322266
134,24.206287384033203
135,24.303956985473633
136,39.311012268066406
137,46.646240234375
138,50.2730712890625
139,47.6182861328125
140,47.0116081237793
141,44.283897399902344
142,25.528146743774414
143,14.72238540649414
144,20.622669219970703
145,18.18899154663086
146,19.22100830078125
147,48.87541198730469
148,50.42151641845703
149,47.44977951049805
150,47.572296142578125
151,16.27628517150879
152,15.56874942779541
153,15.619513511657715
154,9.075432777404785
155,21.352603912353516
156,36.26909637451172
157,45.135498046875
158,41.74089813232422
159,46.404869079589844
160,48.896339416503906
161,50.31231689453125
162,48.5172004699707
163,47.43257522583008
164,45.00398635864258
165,25.9073429107666
166,14.803881645202637
167,19.15458869934082
168,17.51816177368164
169,18.267078399658203
170,12.014622688293457
171,10.965920448303223
172,45.46110153198242
173,48.200958251953125
174,44.24587631225586
175,24.912736892700195
176,19.040712356567383
177,16.078075408935547
178,17.20943260192871
179,10.208186149597168
180,46.413780212402344
181,48.671634674072266
182,48.6854248046875
183,48.091590881347656
184,41.10824203491211
185,19.918581008911133
186,19.144359588623047
187,39.05918884277344
188,29.161230087280273
189,49.3875732421875
190,44.13749313354492
191,44.04529571533203
192,38.577232360839844
193,38.020965576171875
194,36.08984375
195,36.00197982788086
196,36.79850769042969
197,42.852691650390625
198,38.541072845458984
199,48.0910530090332
200,45.65871810913086
201,25.534303665161133
202,23.401079177856445
203,19.013202667236328
204,16.98004913330078
205,19.869558334350586
206,40.75910568237305
207,42.35955810546875
208,49.00613784790039
209,49.2666130065918
210,46.03538513183594
211,47.35027313232422
212,26.3637752532959
213,12.911478042602539
214,20.231956481933594
215,21.585969924926758
216,17.855987548828125
217,23.503929138183594
218,44.911624908447266
219,48.41790771484375
220,46.94035339355469
221,45.56723403930664
222,27.090147018432617
223,17.45551300048828
224,11.639429092407227
225,25.745031356811523
226,48.293983459472656
227,48.90484619140625
228,17.186613082885742
229,24.797143936157227
230,19.782550811767578
231,19.356294631958008
232,44.881874084472656
233,48.492279052734375
234,46.97869873046875
235,20.186485290527344
